Data,ABREU E LIMA,AFOGADOS DA INGAZEIRA,AFRANIO,AGRESTINA,AGUA PRETA,AGUAS BELAS,ALAGOINHA,ALEMANHA,ALIANCA,ALTINHO,AMAPA,AMARAJI,ANGELIM,ARACOIABA,ARARIPINA,ARCOVERDE,ARIQUEMES,BARRA DE GUABIRABA,BARREIROS,BAURU,BELEM DE MARIA,BELEM DE SAO FRANCISCO,BELO JARDIM,BETANIA,BEZERROS,BODOCO,BOM CONSELHO,BOM JARDIM,BONITO,BREJAO,BREJINHO,BREJO DA MADRE DE DEUS,BUENOS AIRES,BUIQUE,CAAPORA,CABO DE SANTO AGOSTINHO,CABROBO,CACHOEIRINHA,CAETES,CALCADO,CALUMBI,CAMARAGIBE,CAMOCIM DE SAO FELIX,CAMPESTRE,CAMPINA GRANDE,CAMPINAS,CAMUTANGA,CANHOTINHO,CAPOEIRAS,CARNAIBA,CARNAUBEIRA DA PENHA,CARPINA,CARUARU,CASINHAS,CATENDE,CEDRO,CHA DE ALEGRIA,CHA GRANDE,COLONIA LEOPOLDINA,CONDADO,CORRENTES,CORTES,CRAIBAS,CUMARU,CUPIRA,CUSTODIA,DELMIRO GOUVEIA,DORMENTES,ESCADA,EXU,FEIRA NOVA,FERNANDO DE NORONHA,FERREIROS,FLORES,FLORESTA,FREI MIGUELINHO,GAMELEIRA,GARANHUNS,GLORIA DO GOITA,GOIANA,GRANITO,GRAVATA,IATI,IBIMIRIM,IBIRAJUBA,IGARASSU,IGNORADO,IGUARACI,ILHA DE ITAMARACA,INAJA,INGAZEIRA,IPOJUCA,IPUBI,ITACURUBA,ITAIBA,ITAMBE,ITAPETIM,ITAPISSUMA,ITAQUITINGA,JABOATAO DOS GUARARAPES,JAGUARAO,JAQUEIRA,JATAUBA,JATOBA,JOAO ALFREDO,JOAO PESSOA,JOAQUIM NABUCO,JUAZEIRO,JUCATI,JUIZ DE FORA,JUPI,JUREMA,LAGOA DO CARRO,LAGOA DO ITAENGA,LAGOA DO OURO,LAGOA DOS GATOS,LAGOA GRANDE,LAJEDO,LIMOEIRO,MACAPARANA,MACHADOS,MANARI,MARAIAL,MIRANDIBA,MOREILANDIA,MORENO,NAZARE DA MATA,OLINDA,OROBO,OROCO,OURICURI,OUTRO ESTADO,OUTRO PAIS,PALMARES,PALMEIRINA,PANELAS,PARANATAMA,PARAUAPEBAS,PARNAMIRIM,PASSIRA,PAUDALHO,PAULISTA,PAULO AFONSO,PEDRA,PESQUEIRA,PETROLANDIA,PETROLINA,POCAO,POMBOS,PRIMAVERA,QUIPAPA,QUIXABA,RECIFE,RIACHO DAS ALMAS,RIBEIRAO,RIO FORMOSO,SAIRE,SALGADINHO,SALGUEIRO,SALOA,SANHARO,SANTA CRUZ,SANTA CRUZ DA BAIXA VERDE,SANTA CRUZ DO CAPIBARIBE,SANTA FILOMENA,SANTA MARIA DA BOA VISTA,SANTA MARIA DO CAMBUCA,SANTA TEREZINHA,SAO BENEDITO DO SUL,SAO BENTO DO UNA,SAO BERNARDO DO CAMPO,SAO CAITANO,SAO CAITANO DO SUL,SAO JOAO,SAO JOAQUIM DO MONTE,SAO JOSE DA COROA GRANDE,SAO JOSE DO BELMONTE,SAO JOSE DO EGITO,SAO LOURENCO DA MATA,SAO PAULO,SAO VICENTE FERRER,SERRA TALHADA,SERRITA,SERTANIA,SIRINHAEM,SOBRADINHO,SOLIDAO,SUME,SURUBIM,TABATINGA,TABIRA,TACAIMBO,TACARATU,TAMANDARE,TAQUARITINGA DO NORTE,TEREZINHA,TERRA NOVA,TIMBAUBA,TORITAMA,TRACUNHAEM,TRINDADE,TRIUNFO,TUPANATINGA,TUPARETAMA,VENTUROSA,VERDEJANTE,VERTENTE DO LERIO,VERTENTES,VICENCIA,VITORIA DE SANTO ANTAO,XEXEU
06 Jul,4.0,2.0,0.0,6.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,10.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,6.0,5.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,42.0,1.0,0.0,0.0,3.0,42.0,1.0,5.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,1.0,1.0,6.0,2.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,4.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,21.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,4.0,2.0,1.0,0.0,4.0,0.0,3.0,2.0,1.0,18.0,9.0,0.0,3.0,1.0,0.0,1.0,1.0,12.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,2.0,1.0,9.0,0.0,4.0,0.0,1.0,2.0,56.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0
07 Jul,6.0,1.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,5.0,0.0,7.0,4.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,61.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,4.0,1.0,7.0,0.0,7.0,5.0,4.0,0.0,0.0,5.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,0.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,23.0,7.0,0.0,2.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,5.0,0.0
08 Jul,9.0,4.0,1.0,1.0,22.0,11.0,4.0,1.0,18.0,20.0,0.0,0.0,0.0,1.0,9.0,17.0,0.0,0.0,2.0,0.0,1.0,0.0,34.0,0.0,8.0,1.0,13.0,4.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,42.0,19.0,3.0,5.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,1.0,88.0,0.0,2.0,9.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,18.0,1.0,0.0,1.0,6.0,2.0,12.0,3.0,0.0,0.0,0.0,2.0,8.0,11.0,1.0,3.0,1.0,8.0,0.0,2.0,1.0,7.0,0.0,0.0,4.0,0.0,0.0,11.0,7.0,0.0,3.0,13.0,0.0,3.0,0.0,62.0,0.0,15.0,5.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,6.0,1.0,1.0,3.0,0.0,0.0,0.0,8.0,38.0,4.0,0.0,0.0,3.0,2.0,0.0,2.0,2.0,54.0,5.0,0.0,2.0,0.0,0.0,39.0,0.0,16.0,0.0,0.0,0.0,2.0,8.0,30.0,0.0,9.0,4.0,0.0,33.0,0.0,1.0,0.0,4.0,0.0,253.0,0.0,1.0,4.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,68.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,8.0,0.0,0.0,11.0,3.0,10.0,2.0,8.0,0.0,9.0,48.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,3.0,16.0,4.0,1.0,0.0,0.0,1.0,3.0,0.0,12.0,0.0,1.0,0.0,0.0,2.0,2.0,43.0,0.0,13.0,1.0
09 Jul,1.0,6.0,1.0,1.0,8.0,7.0,2.0,0.0,12.0,35.0,0.0,1.0,1.0,1.0,5.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,53.0,1.0,13.0,5.0,10.0,17.0,1.0,0.0,0.0,9.0,1.0,1.0,0.0,30.0,9.0,4.0,7.0,1.0,3.0,7.0,2.0,0.0,0.0,0.0,11.0,1.0,2.0,0.0,0.0,3.0,31.0,2.0,17.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,11.0,1.0,0.0,0.0,3.0,1.0,2.0,5.0,0.0,2.0,9.0,2.0,5.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,2.0,7.0,1.0,0.0,5.0,59.0,0.0,8.0,3.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,4.0,2.0,21.0,1.0,1.0,0.0,1.0,4.0,1.0,3.0,4.0,19.0,0.0,1.0,4.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,19.0,0.0,0.0,4.0,0.0,41.0,0.0,1.0,1.0,0.0,0.0,206.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,28.0,1.0,0.0,70.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,1.0,4.0,0.0,0.0,43.0,0.0,4.0,1.0,0.0,0.0,0.0,23.0,0.0,35.0,0.0,16.0,12.0,1.0,0.0,2.0,4.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0
10 Jul,4.0,13.0,0.0,6.0,0.0,5.0,1.0,0.0,8.0,2.0,0.0,3.0,0.0,2.0,7.0,13.0,0.0,5.0,3.0,0.0,0.0,0.0,18.0,0.0,18.0,7.0,15.0,18.0,4.0,0.0,0.0,21.0,0.0,6.0,0.0,11.0,11.0,16.0,6.0,1.0,1.0,17.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,2.0,67.0,3.0,3.0,4.0,2.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,4.0,2.0,2.0,7.0,0.0,0.0,0.0,8.0,0.0,3.0,8.0,1.0,10.0,0.0,2.0,11.0,0.0,0.0,8.0,0.0,0.0,10.0,0.0,0.0,23.0,3.0,0.0,2.0,7.0,3.0,1.0,2.0,59.0,0.0,8.0,2.0,0.0,2.0,0.0,13.0,0.0,5.0,0.0,4.0,2.0,0.0,2.0,0.0,2.0,2.0,10.0,8.0,7.0,4.0,0.0,8.0,3.0,2.0,4.0,4.0,45.0,0.0,1.0,8.0,3.0,0.0,16.0,0.0,8.0,1.0,0.0,0.0,0.0,9.0,23.0,0.0,1.0,11.0,5.0,38.0,0.0,10.0,0.0,2.0,0.0,215.0,20.0,1.0,3.0,0.0,0.0,2.0,5.0,2.0,0.0,6.0,54.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,8.0,0.0,0.0,1.0,5.0,3.0,3.0,2.0,0.0,2.0,64.0,2.0,3.0,5.0,0.0,0.0,0.0,15.0,0.0,2.0,12.0,18.0,1.0,0.0,0.0,0.0,20.0,14.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,2.0
11 Jul,1.0,3.0,0.0,13.0,13.0,9.0,3.0,0.0,8.0,7.0,0.0,1.0,0.0,0.0,12.0,21.0,0.0,2.0,1.0,0.0,1.0,0.0,76.0,0.0,15.0,9.0,8.0,10.0,5.0,0.0,0.0,0.0,0.0,19.0,0.0,6.0,10.0,0.0,18.0,0.0,6.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,53.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,21.0,0.0,0.0,4.0,1.0,8.0,5.0,1.0,1.0,1.0,3.0,0.0,2.0,11.0,0.0,10.0,0.0,6.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,9.0,0.0,7.0,12.0,0.0,1.0,5.0,1.0,0.0,4.0,43.0,0.0,7.0,2.0,2.0,2.0,0.0,7.0,0.0,10.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,4.0,8.0,10.0,1.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,97.0,0.0,4.0,4.0,3.0,0.0,9.0,0.0,1.0,0.0,0.0,3.0,2.0,10.0,10.0,0.0,0.0,2.0,2.0,19.0,0.0,11.0,0.0,0.0,0.0,236.0,18.0,0.0,1.0,0.0,0.0,6.0,0.0,24.0,1.0,2.0,39.0,0.0,0.0,29.0,2.0,1.0,6.0,1.0,17.0,0.0,0.0,13.0,0.0,5.0,1.0,2.0,1.0,1.0,13.0,0.0,2.0,0.0,0.0,3.0,0.0,13.0,0.0,8.0,0.0,1.0,6.0,0.0,0.0,0.0,3.0,8.0,2.0,6.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,2.0,13.0,0.0
12 Jul,3.0,3.0,0.0,10.0,5.0,8.0,4.0,0.0,3.0,5.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,8.0,1.0,10.0,7.0,2.0,0.0,0.0,35.0,1.0,1.0,0.0,14.0,8.0,5.0,12.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,3.0,52.0,0.0,10.0,0.0,0.0,4.0,0.0,2.0,0.0,5.0,0.0,1.0,16.0,0.0,0.0,6.0,12.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,4.0,13.0,0.0,8.0,3.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,3.0,0.0,0.0,2.0,45.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,4.0,1.0,1.0,0.0,12.0,4.0,4.0,3.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,50.0,2.0,0.0,5.0,1.0,0.0,4.0,0.0,29.0,0.0,0.0,1.0,3.0,12.0,22.0,0.0,0.0,9.0,1.0,20.0,2.0,11.0,0.0,0.0,0.0,242.0,4.0,3.0,1.0,0.0,0.0,3.0,3.0,9.0,1.0,0.0,52.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,5.0,4.0,0.0,22.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,22.0,0.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0
13 Jul,4.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,53.0,0.0,3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,4.0,2.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,31.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,12.0,0.0,0.0,5.0,0.0,25.0,0.0,12.0,0.0,1.0,1.0,83.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
14 Jul,0.0,0.0,0.0,15.0,3.0,12.0,1.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,22.0,5.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,12.0,4.0,1.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,3.0,63.0,0.0,2.0,6.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,4.0,6.0,1.0,3.0,2.0,1.0,3.0,7.0,1.0,1.0,1.0,3.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,29.0,0.0,3.0,3.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,9.0,1.0,5.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,14.0,1.0,1.0,0.0,4.0,0.0,10.0,0.0,12.0,1.0,0.0,3.0,1.0,3.0,11.0,0.0,1.0,6.0,3.0,20.0,2.0,15.0,0.0,7.0,0.0,120.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0
15 Jul,10.0,8.0,1.0,20.0,4.0,7.0,2.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,11.0,13.0,0.0,2.0,3.0,0.0,2.0,1.0,28.0,0.0,12.0,7.0,9.0,2.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,36.0,17.0,9.0,3.0,0.0,4.0,7.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,5.0,88.0,0.0,3.0,6.0,1.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,38.0,0.0,0.0,4.0,9.0,2.0,3.0,0.0,1.0,3.0,1.0,4.0,4.0,18.0,2.0,22.0,0.0,9.0,2.0,11.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,18.0,3.0,0.0,16.0,1.0,1.0,2.0,1.0,69.0,0.0,2.0,7.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,1.0,3.0,7.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,54.0,11.0,4.0,10.0,5.0,0.0,38.0,1.0,4.0,0.0,0.0,0.0,0.0,17.0,25.0,0.0,3.0,7.0,0.0,37.0,0.0,2.0,0.0,0.0,3.0,239.0,2.0,1.0,0.0,3.0,2.0,9.0,1.0,1.0,2.0,2.0,66.0,0.0,3.0,3.0,0.0,0.0,19.0,0.0,8.0,0.0,0.0,2.0,0.0,8.0,2.0,5.0,0.0,3.0,12.0,7.0,7.0,2.0,0.0,0.0,0.0,6.0,0.0,26.0,0.0,6.0,1.0,3.0,0.0,0.0,9.0,9.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,2.0
16 Jul,9.0,3.0,1.0,4.0,12.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,10.0,2.0,15.0,16.0,2.0,0.0,0.0,32.0,0.0,1.0,0.0,18.0,10.0,9.0,8.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,4.0,63.0,0.0,2.0,4.0,0.0,5.0,0.0,4.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,3.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,17.0,8.0,10.0,0.0,5.0,2.0,2.0,4.0,12.0,0.0,1.0,2.0,0.0,0.0,5.0,8.0,0.0,1.0,5.0,1.0,0.0,1.0,56.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,6.0,3.0,8.0,3.0,2.0,1.0,0.0,4.0,0.0,3.0,4.0,1.0,42.0,0.0,2.0,10.0,2.0,0.0,12.0,0.0,2.0,2.0,0.0,18.0,0.0,3.0,34.0,0.0,1.0,15.0,2.0,26.0,0.0,9.0,1.0,11.0,0.0,179.0,0.0,1.0,0.0,5.0,0.0,4.0,2.0,33.0,7.0,0.0,78.0,0.0,0.0,8.0,0.0,0.0,11.0,0.0,3.0,0.0,3.0,1.0,0.0,2.0,1.0,10.0,0.0,2.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,16.0,0.0,8.0,3.0,1.0,0.0,0.0,9.0,9.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0
17 Jul,6.0,1.0,0.0,7.0,0.0,10.0,9.0,0.0,2.0,4.0,0.0,2.0,0.0,1.0,6.0,8.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,0.0,28.0,11.0,14.0,25.0,5.0,1.0,0.0,19.0,0.0,20.0,0.0,21.0,17.0,1.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,2.0,5.0,84.0,1.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,2.0,22.0,1.0,0.0,4.0,1.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,15.0,3.0,20.0,0.0,13.0,0.0,0.0,1.0,5.0,0.0,0.0,15.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,1.0,0.0,42.0,0.0,5.0,3.0,6.0,3.0,0.0,2.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,1.0,8.0,7.0,1.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,78.0,2.0,1.0,10.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,20.0,0.0,1.0,19.0,0.0,101.0,1.0,9.0,0.0,6.0,0.0,227.0,0.0,1.0,3.0,2.0,1.0,6.0,2.0,1.0,7.0,0.0,41.0,0.0,1.0,1.0,0.0,1.0,7.0,0.0,13.0,0.0,0.0,7.0,0.0,0.0,5.0,7.0,0.0,16.0,16.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,12.0,2.0,0.0,0.0,0.0,9.0,3.0,1.0,1.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,5.0,17.0,2.0
18 Jul,1.0,2.0,0.0,8.0,4.0,12.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,17.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,18.0,1.0,12.0,8.0,4.0,0.0,0.0,15.0,0.0,12.0,0.0,15.0,8.0,7.0,12.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,4.0,83.0,0.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,2.0,6.0,11.0,3.0,0.0,1.0,1.0,3.0,25.0,0.0,14.0,2.0,13.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,36.0,0.0,3.0,10.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,10.0,2.0,4.0,1.0,1.0,2.0,6.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,32.0,0.0,0.0,3.0,2.0,0.0,29.0,0.0,8.0,0.0,0.0,0.0,4.0,7.0,20.0,0.0,0.0,11.0,3.0,19.0,0.0,8.0,0.0,1.0,0.0,130.0,14.0,3.0,2.0,0.0,0.0,3.0,0.0,34.0,2.0,1.0,36.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,1.0,0.0,0.0,2.0,1.0,5.0,23.0,5.0,0.0,3.0,57.0,2.0,1.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,6.0,8.0,1.0,0.0,0.0,11.0,7.0,0.0,3.0,1.0,12.0,0.0,2.0,0.0,1.0,0.0,1.0,13.0,0.0
19 Jul,13.0,7.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,16.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0,6.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,6.0,4.0,1.0,1.0,0.0,15.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,4.0,80.0,0.0,1.0,11.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,8.0,8.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,8.0,0.0,3.0,0.0,7.0,0.0,4.0,0.0,3.0,0.0,0.0,6.0,1.0,1.0,18.0,4.0,0.0,5.0,4.0,2.0,2.0,2.0,105.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,18.0,0.0,1.0,3.0,0.0,0.0,10.0,0.0,2.0,2.0,0.0,2.0,2.0,4.0,19.0,0.0,2.0,38.0,1.0,25.0,0.0,14.0,0.0,5.0,2.0,188.0,5.0,0.0,0.0,1.0,1.0,4.0,0.0,4.0,1.0,2.0,16.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,10.0,0.0,5.0,5.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0
