Data,ABREU E LIMA,AFOGADOS DA INGAZEIRA,AFRANIO,AGRESTINA,AGUA PRETA,AGUAS BELAS,ALAGOINHA,ALEMANHA,ALIANCA,ALTINHO,AMAPA,AMARAJI,ANGELIM,ARACOIABA,ARARIPINA,ARCOVERDE,ARIQUEMES,BARRA DE GUABIRABA,BARREIROS,BAURU,BELEM DE MARIA,BELEM DE SAO FRANCISCO,BELO JARDIM,BETANIA,BEZERROS,BODOCO,BOM CONSELHO,BOM JARDIM,BONITO,BREJAO,BREJINHO,BREJO DA MADRE DE DEUS,BUENOS AIRES,BUIQUE,CAAPORA,CABO DE SANTO AGOSTINHO,CABROBO,CACHOEIRINHA,CAETES,CALCADO,CALUMBI,CAMARAGIBE,CAMOCIM DE SAO FELIX,CAMPESTRE,CAMPINA GRANDE,CAMPINAS,CAMUTANGA,CANHOTINHO,CAPOEIRAS,CARNAIBA,CARNAUBEIRA DA PENHA,CARPINA,CARUARU,CASINHAS,CATENDE,CEDRO,CHA DE ALEGRIA,CHA GRANDE,COLONIA LEOPOLDINA,CONDADO,CORRENTES,CORTES,CRAIBAS,CUMARU,CUPIRA,CUSTODIA,DELMIRO GOUVEIA,DORMENTES,ESCADA,EXU,FEIRA NOVA,FERNANDO DE NORONHA,FERREIROS,FLORES,FLORESTA,FREI MIGUELINHO,GAMELEIRA,GARANHUNS,GLORIA DO GOITA,GOIANA,GRANITO,GRAVATA,IATI,IBIMIRIM,IBIRAJUBA,IGARASSU,IGNORADO,IGUARACI,ILHA DE ITAMARACA,INAJA,INGAZEIRA,IPOJUCA,IPUBI,ITACURUBA,ITAIBA,ITAMBE,ITAPETIM,ITAPISSUMA,ITAQUITINGA,JABOATAO DOS GUARARAPES,JAGUARAO,JAQUEIRA,JATAUBA,JATOBA,JOAO ALFREDO,JOAO PESSOA,JOAQUIM NABUCO,JUAZEIRO,JUCATI,JUIZ DE FORA,JUPI,JUREMA,LAGOA DO CARRO,LAGOA DO ITAENGA,LAGOA DO OURO,LAGOA DOS GATOS,LAGOA GRANDE,LAJEDO,LIMOEIRO,MACAPARANA,MACHADOS,MANARI,MARAIAL,MIRANDIBA,MOREILANDIA,MORENO,NAZARE DA MATA,OLINDA,OROBO,OROCO,OURICURI,OUTRO ESTADO,OUTRO PAIS,PALMARES,PALMEIRINA,PANELAS,PARANATAMA,PARAUAPEBAS,PARNAMIRIM,PASSIRA,PAUDALHO,PAULISTA,PAULO AFONSO,PEDRA,PESQUEIRA,PETROLANDIA,PETROLINA,POCAO,POMBOS,PRIMAVERA,QUIPAPA,QUIXABA,RECIFE,RIACHO DAS ALMAS,RIBEIRAO,RIO FORMOSO,SAIRE,SALGADINHO,SALGUEIRO,SALOA,SANHARO,SANTA CRUZ,SANTA CRUZ DA BAIXA VERDE,SANTA CRUZ DO CAPIBARIBE,SANTA FILOMENA,SANTA MARIA DA BOA VISTA,SANTA MARIA DO CAMBUCA,SANTA TEREZINHA,SAO BENEDITO DO SUL,SAO BENTO DO UNA,SAO BERNARDO DO CAMPO,SAO CAITANO,SAO CAITANO DO SUL,SAO JOAO,SAO JOAQUIM DO MONTE,SAO JOSE DA COROA GRANDE,SAO JOSE DO BELMONTE,SAO JOSE DO EGITO,SAO LOURENCO DA MATA,SAO PAULO,SAO VICENTE FERRER,SERRA TALHADA,SERRITA,SERTANIA,SIRINHAEM,SOBRADINHO,SOLIDAO,SUME,SURUBIM,TABATINGA,TABIRA,TACAIMBO,TACARATU,TAMANDARE,TAQUARITINGA DO NORTE,TEREZINHA,TERRA NOVA,TIMBAUBA,TORITAMA,TRACUNHAEM,TRINDADE,TRIUNFO,TUPANATINGA,TUPARETAMA,VENTUROSA,VERDEJANTE,VERTENTE DO LERIO,VERTENTES,VICENCIA,VITORIA DE SANTO ANTAO,XEXEU
22 Jun,5.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,2.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,33.0,0.0,2.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,7.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,10.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,1.0,0.0,12.0,0.0,8.0,0.0,2.0,2.0,66.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,3.0,7.0,1.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,2.0
23 Jun,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,43.0,6.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,3.0,1.0,2.0,2.0,0.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,7.0,0.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,17.0,4.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
24 Jun,4.0,5.0,1.0,16.0,17.0,4.0,2.0,0.0,15.0,16.0,0.0,2.0,0.0,1.0,11.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,10.0,7.0,2.0,6.0,3.0,0.0,2.0,4.0,2.0,3.0,0.0,11.0,7.0,9.0,0.0,2.0,7.0,10.0,1.0,0.0,0.0,0.0,14.0,2.0,0.0,2.0,0.0,3.0,63.0,0.0,7.0,7.0,2.0,1.0,0.0,7.0,2.0,0.0,0.0,0.0,15.0,6.0,0.0,9.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,19.0,1.0,4.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,10.0,0.0,0.0,6.0,25.0,2.0,0.0,1.0,50.0,0.0,3.0,7.0,0.0,1.0,0.0,6.0,0.0,10.0,0.0,13.0,0.0,1.0,1.0,0.0,4.0,2.0,2.0,19.0,10.0,0.0,0.0,12.0,0.0,1.0,0.0,3.0,70.0,0.0,0.0,1.0,0.0,0.0,54.0,0.0,5.0,0.0,0.0,1.0,0.0,4.0,19.0,0.0,1.0,18.0,7.0,27.0,0.0,0.0,1.0,0.0,1.0,257.0,20.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,0.0,3.0,0.0,2.0,7.0,0.0,1.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,8.0,1.0,0.0,17.0,0.0,0.0,3.0,0.0,0.0,1.0,6.0,1.0,2.0,2.0
25 Jun,4.0,5.0,1.0,4.0,32.0,8.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,8.0,4.0,5.0,0.0,1.0,3.0,0.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,1.0,65.0,0.0,4.0,3.0,1.0,4.0,0.0,0.0,4.0,5.0,0.0,6.0,20.0,2.0,0.0,16.0,1.0,0.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,10.0,1.0,25.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,1.0,0.0,13.0,1.0,0.0,0.0,13.0,1.0,0.0,1.0,128.0,0.0,2.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,8.0,0.0,4.0,12.0,8.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,22.0,0.0,0.0,4.0,2.0,0.0,38.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,0.0,61.0,1.0,46.0,2.0,5.0,0.0,0.0,0.0,190.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,5.0,2.0,1.0,3.0,2.0,0.0,6.0,27.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,17.0,9.0,0.0,2.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,23.0,0.0
26 Jun,2.0,1.0,0.0,10.0,8.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,8.0,33.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,74.0,0.0,5.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,4.0,2.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,28.0,1.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,1.0,17.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,57.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,4.0
27 Jun,10.0,7.0,1.0,7.0,40.0,9.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,2.0,4.0,6.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,15.0,7.0,7.0,9.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,8.0,13.0,8.0,3.0,1.0,0.0,14.0,3.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,8.0,61.0,0.0,28.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,7.0,15.0,3.0,6.0,1.0,2.0,0.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,5.0,4.0,0.0,1.0,14.0,2.0,4.0,2.0,72.0,0.0,6.0,0.0,2.0,1.0,0.0,11.0,0.0,6.0,0.0,11.0,1.0,1.0,2.0,2.0,5.0,1.0,3.0,7.0,7.0,0.0,0.0,4.0,0.0,1.0,4.0,6.0,93.0,0.0,0.0,1.0,5.0,0.0,37.0,0.0,5.0,1.0,0.0,2.0,2.0,20.0,30.0,0.0,0.0,1.0,7.0,16.0,0.0,28.0,0.0,1.0,0.0,166.0,15.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,65.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,5.0,0.0,1.0,3.0,2.0,2.0,2.0,6.0,0.0,4.0,37.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,8.0,0.0,5.0,21.0,0.0,0.0,0.0,9.0,24.0,1.0,7.0,5.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,37.0,5.0
28 Jun,3.0,2.0,0.0,6.0,8.0,12.0,0.0,0.0,0.0,11.0,0.0,3.0,6.0,0.0,6.0,14.0,0.0,0.0,1.0,0.0,3.0,0.0,16.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,18.0,0.0,1.0,0.0,4.0,2.0,4.0,6.0,0.0,1.0,13.0,2.0,0.0,0.0,0.0,13.0,0.0,7.0,0.0,0.0,4.0,44.0,1.0,22.0,0.0,4.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,19.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,13.0,4.0,0.0,0.0,15.0,0.0,0.0,0.0,65.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,6.0,0.0,0.0,3.0,2.0,0.0,0.0,5.0,4.0,8.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,38.0,0.0,0.0,3.0,2.0,0.0,6.0,0.0,3.0,1.0,0.0,0.0,20.0,9.0,25.0,0.0,1.0,13.0,1.0,62.0,0.0,14.0,1.0,8.0,0.0,137.0,4.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,3.0,0.0,8.0,22.0,1.0,10.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,9.0,6.0,5.0
29 Jun,0.0,1.0,0.0,2.0,1.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,10.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,78.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,2.0,3.0,6.0,0.0,3.0,0.0,15.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
30 Jun,0.0,1.0,0.0,8.0,1.0,3.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,3.0,4.0,11.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,8.0,0.0,73.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
01 Jul,4.0,1.0,0.0,3.0,0.0,13.0,2.0,0.0,4.0,13.0,0.0,1.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,5.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,49.0,0.0,12.0,1.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,10.0,0.0,1.0,0.0,3.0,0.0,0.0,18.0,3.0,4.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,59.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,30.0,0.0,0.0,4.0,3.0,0.0,33.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,9.0,0.0,3.0,3.0,6.0,42.0,0.0,2.0,0.0,0.0,0.0,166.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,13.0,5.0,1.0,0.0,2.0,0.0,1.0,31.0,0.0,14.0,0.0,0.0,0.0,0.0,10.0,0.0,7.0,0.0,6.0,1.0,1.0,0.0,0.0,21.0,15.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,1.0
02 Jul,5.0,9.0,0.0,3.0,14.0,13.0,0.0,0.0,29.0,2.0,0.0,4.0,2.0,1.0,11.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,39.0,1.0,4.0,3.0,10.0,1.0,3.0,1.0,0.0,3.0,2.0,7.0,0.0,23.0,15.0,3.0,7.0,2.0,0.0,27.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,6.0,124.0,0.0,9.0,0.0,5.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,11.0,0.0,4.0,2.0,0.0,12.0,1.0,0.0,0.0,6.0,1.0,3.0,4.0,1.0,6.0,0.0,4.0,0.0,1.0,0.0,5.0,0.0,1.0,2.0,1.0,0.0,5.0,4.0,0.0,2.0,11.0,0.0,1.0,0.0,115.0,0.0,2.0,11.0,1.0,2.0,0.0,1.0,0.0,13.0,0.0,6.0,1.0,0.0,7.0,0.0,0.0,2.0,9.0,7.0,8.0,5.0,0.0,6.0,1.0,1.0,1.0,1.0,50.0,1.0,0.0,4.0,5.0,0.0,14.0,0.0,12.0,0.0,0.0,1.0,1.0,8.0,29.0,0.0,0.0,2.0,2.0,41.0,0.0,1.0,0.0,18.0,0.0,208.0,1.0,2.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,33.0,1.0,2.0,9.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,4.0,9.0,11.0,1.0,8.0,0.0,1.0,83.0,0.0,3.0,1.0,0.0,0.0,0.0,28.0,0.0,6.0,0.0,7.0,9.0,0.0,0.0,0.0,8.0,9.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,34.0,3.0
03 Jul,5.0,1.0,0.0,13.0,7.0,14.0,6.0,0.0,4.0,32.0,0.0,1.0,1.0,0.0,5.0,14.0,0.0,14.0,4.0,0.0,1.0,0.0,11.0,0.0,12.0,4.0,6.0,19.0,6.0,9.0,0.0,17.0,0.0,4.0,0.0,6.0,5.0,7.0,2.0,1.0,0.0,9.0,3.0,0.0,0.0,0.0,10.0,2.0,4.0,2.0,3.0,2.0,126.0,0.0,20.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,4.0,3.0,1.0,7.0,0.0,0.0,1.0,2.0,2.0,2.0,10.0,6.0,10.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,11.0,3.0,1.0,0.0,13.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,5.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,25.0,3.0,1.0,0.0,13.0,0.0,0.0,0.0,3.0,55.0,1.0,0.0,4.0,2.0,0.0,10.0,0.0,22.0,0.0,0.0,0.0,1.0,9.0,16.0,0.0,5.0,27.0,0.0,44.0,0.0,0.0,1.0,0.0,1.0,152.0,15.0,1.0,5.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,64.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,5.0,3.0,0.0,4.0,20.0,4.0,5.0,11.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,24.0,11.0,0.0,0.0,0.0,4.0,30.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,3.0,1.0,4.0,3.0,3.0
04 Jul,7.0,4.0,0.0,15.0,8.0,9.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,2.0,0.0,37.0,0.0,11.0,1.0,7.0,2.0,8.0,0.0,0.0,28.0,0.0,1.0,0.0,65.0,7.0,3.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,79.0,0.0,9.0,1.0,1.0,2.0,0.0,1.0,4.0,1.0,0.0,0.0,14.0,0.0,0.0,4.0,2.0,3.0,13.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,1.0,8.0,0.0,0.0,6.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,65.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,1.0,0.0,7.0,0.0,0.0,3.0,4.0,8.0,1.0,1.0,8.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,21.0,0.0,0.0,3.0,5.0,0.0,15.0,1.0,11.0,1.0,0.0,0.0,1.0,7.0,10.0,0.0,0.0,17.0,2.0,30.0,0.0,22.0,0.0,7.0,0.0,145.0,5.0,1.0,2.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,83.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,9.0,1.0,0.0,3.0,6.0,0.0,4.0,33.0,1.0,3.0,5.0,0.0,0.0,0.0,14.0,0.0,6.0,3.0,16.0,3.0,2.0,0.0,0.0,0.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0
05 Jul,5.0,14.0,0.0,2.0,8.0,19.0,3.0,0.0,8.0,6.0,0.0,2.0,3.0,0.0,3.0,15.0,0.0,6.0,2.0,0.0,2.0,0.0,32.0,3.0,14.0,5.0,16.0,11.0,1.0,0.0,0.0,21.0,0.0,1.0,0.0,36.0,23.0,6.0,6.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,4.0,4.0,121.0,0.0,18.0,1.0,3.0,4.0,0.0,6.0,1.0,5.0,0.0,0.0,8.0,2.0,0.0,3.0,1.0,4.0,12.0,1.0,0.0,0.0,0.0,1.0,2.0,10.0,0.0,5.0,0.0,15.0,7.0,1.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,15.0,8.0,0.0,4.0,11.0,0.0,2.0,10.0,86.0,0.0,3.0,6.0,1.0,2.0,0.0,7.0,0.0,8.0,0.0,3.0,0.0,0.0,4.0,0.0,22.0,1.0,9.0,16.0,7.0,0.0,0.0,14.0,1.0,2.0,2.0,2.0,33.0,17.0,1.0,4.0,2.0,0.0,13.0,0.0,5.0,0.0,0.0,2.0,2.0,8.0,18.0,0.0,2.0,12.0,6.0,58.0,0.0,22.0,3.0,3.0,0.0,283.0,31.0,3.0,35.0,0.0,0.0,18.0,2.0,21.0,2.0,1.0,74.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,13.0,0.0,0.0,4.0,2.0,0.0,4.0,5.0,0.0,0.0,22.0,0.0,1.0,30.0,0.0,0.0,0.0,10.0,0.0,17.0,0.0,11.0,0.0,2.0,0.0,0.0,1.0,9.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,53.0,0.0
